Comunidades y ciudades autónomas;Nacionalidad;Periodo;Total
01 andalucia;Española;1 de enero de 2025;7775800
01 andalucia;Española;1 de enero de 2024;7779071
01 andalucia;Española;1 de enero de 2023;7770423
01 andalucia;Española;1 de enero de 2022;7770450
01 andalucia;Española;1 de enero de 2021;7771404
01 andalucia;Española;1 de enero de 2020;7773538
01 andalucia;Española;1 de enero de 2019;7769724
01 andalucia;Española;1 de enero de 2018;7771631
01 andalucia;Española;1 de enero de 2017;7778829
01 andalucia;Española;1 de enero de 2016;7770779
01 andalucia;Española;1 de enero de 2015;7767561
01 andalucia;País de la UE28 sin España;1 de enero de 2025;
01 andalucia;País de la UE28 sin España;1 de enero de 2024;
01 andalucia;País de la UE28 sin España;1 de enero de 2023;
01 andalucia;País de la UE28 sin España;1 de enero de 2022;
01 andalucia;País de la UE28 sin España;1 de enero de 2021;
01 andalucia;País de la UE28 sin España;1 de enero de 2020;290215
01 andalucia;País de la UE28 sin España;1 de enero de 2019;284394
01 andalucia;País de la UE28 sin España;1 de enero de 2018;290584
01 andalucia;País de la UE28 sin España;1 de enero de 2017;298464
01 andalucia;País de la UE28 sin España;1 de enero de 2016;306044
01 andalucia;País de la UE28 sin España;1 de enero de 2015;310465
01 andalucia;De Africa;1 de enero de 2025;238862
01 andalucia;De Africa;1 de enero de 2024;223183
01 andalucia;De Africa;1 de enero de 2023;220341
01 andalucia;De Africa;1 de enero de 2022;208051
01 andalucia;De Africa;1 de enero de 2021;198191
01 andalucia;De Africa;1 de enero de 2020;189713
01 andalucia;De Africa;1 de enero de 2019;174883
01 andalucia;De Africa;1 de enero de 2018;164385
01 andalucia;De Africa;1 de enero de 2017;157483
01 andalucia;De Africa;1 de enero de 2016;156334
01 andalucia;De Africa;1 de enero de 2015;152031
01 andalucia;De Centro América y Caribe;1 de enero de 2025;42705
01 andalucia;De Centro América y Caribe;1 de enero de 2024;39647
01 andalucia;De Centro América y Caribe;1 de enero de 2023;3603
01 andalucia;De Centro América y Caribe;1 de enero de 2022;30167
01 andalucia;De Centro América y Caribe;1 de enero de 2021;28703
01 andalucia;De Centro América y Caribe;1 de enero de 2020;24814
01 andalucia;De Centro América y Caribe;1 de enero de 2019;18715
01 andalucia;De Centro América y Caribe;1 de enero de 2018;15571
01 andalucia;De Centro América y Caribe;1 de enero de 2017;13366
01 andalucia;De Centro América y Caribe;1 de enero de 2016;12896
01 andalucia;De Centro América y Caribe;1 de enero de 2015;12357
01 andalucia;De Sudamérica;1 de enero de 2025;185664
01 andalucia;De Sudamérica;1 de enero de 2024;160348
01 andalucia;De Sudamérica;1 de enero de 2023;133454
01 andalucia;De Sudamérica;1 de enero de 2022;102606
01 andalucia;De Sudamérica;1 de enero de 2021;97891
01 andalucia;De Sudamérica;1 de enero de 2020;90922
01 andalucia;De Sudamérica;1 de enero de 2019;77909
01 andalucia;De Sudamérica;1 de enero de 2018;71082
01 andalucia;De Sudamérica;1 de enero de 2017;66594
01 andalucia;De Sudamérica;1 de enero de 2016;69349
01 andalucia;De Sudamérica;1 de enero de 2015;7376
02 aragon;Española;1 de enero de 2025;1162191
02 aragon;Española;1 de enero de 2024;1160156
02 aragon;Española;1 de enero de 2023;1160245
02 aragon;Española;1 de enero de 2022;1162362
02 aragon;Española;1 de enero de 2021;1164547
02 aragon;Española;1 de enero de 2020;1168200
02 aragon;Española;1 de enero de 2019;1170522
02 aragon;Española;1 de enero de 2018;1172327
02 aragon;Española;1 de enero de 2017;1176389
02 aragon;Española;1 de enero de 2016;1176902
02 aragon;Española;1 de enero de 2015;1179662
02 aragon;País de la UE28 sin España;1 de enero de 2025;
02 aragon;País de la UE28 sin España;1 de enero de 2024;
02 aragon;País de la UE28 sin España;1 de enero de 2023;
02 aragon;País de la UE28 sin España;1 de enero de 2022;
02 aragon;País de la UE28 sin España;1 de enero de 2021;
02 aragon;País de la UE28 sin España;1 de enero de 2020;67617
02 aragon;País de la UE28 sin España;1 de enero de 2019;6824
02 aragon;País de la UE28 sin España;1 de enero de 2018;68659
02 aragon;País de la UE28 sin España;1 de enero de 2017;68614
02 aragon;País de la UE28 sin España;1 de enero de 2016;69741
02 aragon;País de la UE28 sin España;1 de enero de 2015;72345
02 aragon;De Africa;1 de enero de 2025;5356
02 aragon;De Africa;1 de enero de 2024;48429
02 aragon;De Africa;1 de enero de 2023;45431
02 aragon;De Africa;1 de enero de 2022;43662
02 aragon;De Africa;1 de enero de 2021;43194
02 aragon;De Africa;1 de enero de 2020;40845
02 aragon;De Africa;1 de enero de 2019;36993
02 aragon;De Africa;1 de enero de 2018;34398
02 aragon;De Africa;1 de enero de 2017;33717
02 aragon;De Africa;1 de enero de 2016;34758
02 aragon;De Africa;1 de enero de 2015;36037
02 aragon;De Centro América y Caribe;1 de enero de 2025;21182
02 aragon;De Centro América y Caribe;1 de enero de 2024;21202
02 aragon;De Centro América y Caribe;1 de enero de 2023;19932
02 aragon;De Centro América y Caribe;1 de enero de 2022;17313
02 aragon;De Centro América y Caribe;1 de enero de 2021;18051
02 aragon;De Centro América y Caribe;1 de enero de 2020;17089
02 aragon;De Centro América y Caribe;1 de enero de 2019;13323
02 aragon;De Centro América y Caribe;1 de enero de 2018;10228
02 aragon;De Centro América y Caribe;1 de enero de 2017;9318
02 aragon;De Centro América y Caribe;1 de enero de 2016;9225
02 aragon;De Centro América y Caribe;1 de enero de 2015;9063
02 aragon;De Sudamérica;1 de enero de 2025;43371
02 aragon;De Sudamérica;1 de enero de 2024;36904
02 aragon;De Sudamérica;1 de enero de 2023;30236
02 aragon;De Sudamérica;1 de enero de 2022;23052
02 aragon;De Sudamérica;1 de enero de 2021;2285
02 aragon;De Sudamérica;1 de enero de 2020;21158
02 aragon;De Sudamérica;1 de enero de 2019;17366
02 aragon;De Sudamérica;1 de enero de 2018;1481
02 aragon;De Sudamérica;1 de enero de 2017;14499
02 aragon;De Sudamérica;1 de enero de 2016;14776
02 aragon;De Sudamérica;1 de enero de 2015;15906
03 asturias;Española;1 de enero de 2025;946139
03 asturias;Española;1 de enero de 2024;949269
03 asturias;Española;1 de enero de 2023;952488
03 asturias;Española;1 de enero de 2022;959281
03 asturias;Española;1 de enero de 2021;966808
03 asturias;Española;1 de enero de 2020;974716
03 asturias;Española;1 de enero de 2019;981822
03 asturias;Española;1 de enero de 2018;988477
03 asturias;Española;1 de enero de 2017;995694
03 asturias;Española;1 de enero de 2016;1001831
03 asturias;Española;1 de enero de 2015;1010186
03 asturias;País de la UE28 sin España;1 de enero de 2025;
03 asturias;País de la UE28 sin España;1 de enero de 2024;
03 asturias;País de la UE28 sin España;1 de enero de 2023;
03 asturias;País de la UE28 sin España;1 de enero de 2022;
03 asturias;País de la UE28 sin España;1 de enero de 2021;
03 asturias;País de la UE28 sin España;1 de enero de 2020;1501
03 asturias;País de la UE28 sin España;1 de enero de 2019;15035
03 asturias;País de la UE28 sin España;1 de enero de 2018;15608
03 asturias;País de la UE28 sin España;1 de enero de 2017;15916
03 asturias;País de la UE28 sin España;1 de enero de 2016;16195
03 asturias;País de la UE28 sin España;1 de enero de 2015;16408
03 asturias;De Africa;1 de enero de 2025;7759
03 asturias;De Africa;1 de enero de 2024;6853
03 asturias;De Africa;1 de enero de 2023;6352
03 asturias;De Africa;1 de enero de 2022;5997
03 asturias;De Africa;1 de enero de 2021;6064
03 asturias;De Africa;1 de enero de 2020;58
03 asturias;De Africa;1 de enero de 2019;5402
03 asturias;De Africa;1 de enero de 2018;523
03 asturias;De Africa;1 de enero de 2017;5031
03 asturias;De Africa;1 de enero de 2016;5156
03 asturias;De Africa;1 de enero de 2015;5156
03 asturias;De Centro América y Caribe;1 de enero de 2025;6115
03 asturias;De Centro América y Caribe;1 de enero de 2024;5507
03 asturias;De Centro América y Caribe;1 de enero de 2023;5089
03 asturias;De Centro América y Caribe;1 de enero de 2022;4394
03 asturias;De Centro América y Caribe;1 de enero de 2021;4258
03 asturias;De Centro América y Caribe;1 de enero de 2020;3976
03 asturias;De Centro América y Caribe;1 de enero de 2019;3354
03 asturias;De Centro América y Caribe;1 de enero de 2018;3089
03 asturias;De Centro América y Caribe;1 de enero de 2017;28
03 asturias;De Centro América y Caribe;1 de enero de 2016;2905
03 asturias;De Centro América y Caribe;1 de enero de 2015;296
03 asturias;De Sudamérica;1 de enero de 2025;28943
03 asturias;De Sudamérica;1 de enero de 2024;24254
03 asturias;De Sudamérica;1 de enero de 2023;19986
03 asturias;De Sudamérica;1 de enero de 2022;14856
03 asturias;De Sudamérica;1 de enero de 2021;14134
03 asturias;De Sudamérica;1 de enero de 2020;12982
03 asturias;De Sudamérica;1 de enero de 2019;10662
03 asturias;De Sudamérica;1 de enero de 2018;9703
03 asturias;De Sudamérica;1 de enero de 2017;9281
03 asturias;De Sudamérica;1 de enero de 2016;9539
03 asturias;De Sudamérica;1 de enero de 2015;9914
04 baleares;Española;1 de enero de 2025;978953
04 baleares;Española;1 de enero de 2024;971041
04 baleares;Española;1 de enero de 2023;962237
04 baleares;Española;1 de enero de 2022;956229
04 baleares;Española;1 de enero de 2021;954666
04 baleares;Española;1 de enero de 2020;952128
04 baleares;Española;1 de enero de 2019;945979
04 baleares;Española;1 de enero de 2018;938328
04 baleares;Española;1 de enero de 2017;932257
04 baleares;Española;1 de enero de 2016;920819
04 baleares;Española;1 de enero de 2015;913088
04 baleares;País de la UE28 sin España;1 de enero de 2025;
04 baleares;País de la UE28 sin España;1 de enero de 2024;
04 baleares;País de la UE28 sin España;1 de enero de 2023;
04 baleares;País de la UE28 sin España;1 de enero de 2022;
04 baleares;País de la UE28 sin España;1 de enero de 2021;
04 baleares;País de la UE28 sin España;1 de enero de 2020;108372
04 baleares;País de la UE28 sin España;1 de enero de 2019;107
04 baleares;País de la UE28 sin España;1 de enero de 2018;106259
04 baleares;País de la UE28 sin España;1 de enero de 2017;105874
04 baleares;País de la UE28 sin España;1 de enero de 2016;106379
04 baleares;País de la UE28 sin España;1 de enero de 2015;107666
04 baleares;De Africa;1 de enero de 2025;42377
04 baleares;De Africa;1 de enero de 2024;41177
04 baleares;De Africa;1 de enero de 2023;40696
04 baleares;De Africa;1 de enero de 2022;40216
04 baleares;De Africa;1 de enero de 2021;40338
04 baleares;De Africa;1 de enero de 2020;39099
04 baleares;De Africa;1 de enero de 2019;36621
04 baleares;De Africa;1 de enero de 2018;3442
04 baleares;De Africa;1 de enero de 2017;32841
04 baleares;De Africa;1 de enero de 2016;32488
04 baleares;De Africa;1 de enero de 2015;32473
04 baleares;De Centro América y Caribe;1 de enero de 2025;7863
04 baleares;De Centro América y Caribe;1 de enero de 2024;7883
04 baleares;De Centro América y Caribe;1 de enero de 2023;7321
04 baleares;De Centro América y Caribe;1 de enero de 2022;6682
04 baleares;De Centro América y Caribe;1 de enero de 2021;6851
04 baleares;De Centro América y Caribe;1 de enero de 2020;6663
04 baleares;De Centro América y Caribe;1 de enero de 2019;5751
04 baleares;De Centro América y Caribe;1 de enero de 2018;5097
04 baleares;De Centro América y Caribe;1 de enero de 2017;4643
04 baleares;De Centro América y Caribe;1 de enero de 2016;4702
04 baleares;De Centro América y Caribe;1 de enero de 2015;4652
04 baleares;De Sudamérica;1 de enero de 2025;75691
04 baleares;De Sudamérica;1 de enero de 2024;69157
04 baleares;De Sudamérica;1 de enero de 2023;58867
04 baleares;De Sudamérica;1 de enero de 2022;49071
04 baleares;De Sudamérica;1 de enero de 2021;48798
04 baleares;De Sudamérica;1 de enero de 2020;46649
04 baleares;De Sudamérica;1 de enero de 2019;40426
04 baleares;De Sudamérica;1 de enero de 2018;36282
04 baleares;De Sudamérica;1 de enero de 2017;3344
04 baleares;De Sudamérica;1 de enero de 2016;34254
04 baleares;De Sudamérica;1 de enero de 2015;35328
05 canarias;Española;1 de enero de 2025;1916254
05 canarias;Española;1 de enero de 2024;1909402
05 canarias;Española;1 de enero de 2023;1898493
05 canarias;Española;1 de enero de 2022;1893206
05 canarias;Española;1 de enero de 2021;1889941
05 canarias;Española;1 de enero de 2020;1887695
05 canarias;Española;1 de enero de 2019;1880284
05 canarias;Española;1 de enero de 2018;1871535
05 canarias;Española;1 de enero de 2017;1864647
05 canarias;Española;1 de enero de 2016;1854051
05 canarias;Española;1 de enero de 2015;1847304
05 canarias;País de la UE28 sin España;1 de enero de 2025;
05 canarias;País de la UE28 sin España;1 de enero de 2024;
05 canarias;País de la UE28 sin España;1 de enero de 2023;
05 canarias;País de la UE28 sin España;1 de enero de 2022;
05 canarias;País de la UE28 sin España;1 de enero de 2021;
05 canarias;País de la UE28 sin España;1 de enero de 2020;159247
05 canarias;País de la UE28 sin España;1 de enero de 2019;154836
05 canarias;País de la UE28 sin España;1 de enero de 2018;150745
05 canarias;País de la UE28 sin España;1 de enero de 2017;148189
05 canarias;País de la UE28 sin España;1 de enero de 2016;145807
05 canarias;País de la UE28 sin España;1 de enero de 2015;147159
05 canarias;De Africa;1 de enero de 2025;34425
05 canarias;De Africa;1 de enero de 2024;31506
05 canarias;De Africa;1 de enero de 2023;3085
05 canarias;De Africa;1 de enero de 2022;29678
05 canarias;De Africa;1 de enero de 2021;29345
05 canarias;De Africa;1 de enero de 2020;2915
05 canarias;De Africa;1 de enero de 2019;27957
05 canarias;De Africa;1 de enero de 2018;27489
05 canarias;De Africa;1 de enero de 2017;2699
05 canarias;De Africa;1 de enero de 2016;27375
05 canarias;De Africa;1 de enero de 2015;28216
05 canarias;De Centro América y Caribe;1 de enero de 2025;21509
05 canarias;De Centro América y Caribe;1 de enero de 2024;19668
05 canarias;De Centro América y Caribe;1 de enero de 2023;19288
05 canarias;De Centro América y Caribe;1 de enero de 2022;17837
05 canarias;De Centro América y Caribe;1 de enero de 2021;17885
05 canarias;De Centro América y Caribe;1 de enero de 2020;18071
05 canarias;De Centro América y Caribe;1 de enero de 2019;15767
05 canarias;De Centro América y Caribe;1 de enero de 2018;13783
05 canarias;De Centro América y Caribe;1 de enero de 2017;12077
05 canarias;De Centro América y Caribe;1 de enero de 2016;12342
05 canarias;De Centro América y Caribe;1 de enero de 2015;12644
05 canarias;De Sudamérica;1 de enero de 2025;81388
05 canarias;De Sudamérica;1 de enero de 2024;73239
05 canarias;De Sudamérica;1 de enero de 2023;62983
05 canarias;De Sudamérica;1 de enero de 2022;52926
05 canarias;De Sudamérica;1 de enero de 2021;5314
05 canarias;De Sudamérica;1 de enero de 2020;5054
05 canarias;De Sudamérica;1 de enero de 2019;4341
05 canarias;De Sudamérica;1 de enero de 2018;37729
05 canarias;De Sudamérica;1 de enero de 2017;33824
05 canarias;De Sudamérica;1 de enero de 2016;34374
05 canarias;De Sudamérica;1 de enero de 2015;37069
06 cantabria;Española;1 de enero de 2025;545264
06 cantabria;Española;1 de enero de 2024;546091
06 cantabria;Española;1 de enero de 2023;546676
06 cantabria;Española;1 de enero de 2022;548526
06 cantabria;Española;1 de enero de 2021;548896
06 cantabria;Española;1 de enero de 2020;548505
06 cantabria;Española;1 de enero de 2019;549856
06 cantabria;Española;1 de enero de 2018;551058
06 cantabria;Española;1 de enero de 2017;55212
06 cantabria;Española;1 de enero de 2016;552625
06 cantabria;Española;1 de enero de 2015;554417
06 cantabria;País de la UE28 sin España;1 de enero de 2025;
06 cantabria;País de la UE28 sin España;1 de enero de 2024;
06 cantabria;País de la UE28 sin España;1 de enero de 2023;
06 cantabria;País de la UE28 sin España;1 de enero de 2022;
06 cantabria;País de la UE28 sin España;1 de enero de 2021;
06 cantabria;País de la UE28 sin España;1 de enero de 2020;10344
06 cantabria;País de la UE28 sin España;1 de enero de 2019;10482
06 cantabria;País de la UE28 sin España;1 de enero de 2018;10504
06 cantabria;País de la UE28 sin España;1 de enero de 2017;10548
06 cantabria;País de la UE28 sin España;1 de enero de 2016;10834
06 cantabria;País de la UE28 sin España;1 de enero de 2015;11164
06 cantabria;De Africa;1 de enero de 2025;4614
06 cantabria;De Africa;1 de enero de 2024;4338
06 cantabria;De Africa;1 de enero de 2023;4377
06 cantabria;De Africa;1 de enero de 2022;4257
06 cantabria;De Africa;1 de enero de 2021;4179
06 cantabria;De Africa;1 de enero de 2020;4041
06 cantabria;De Africa;1 de enero de 2019;3658
06 cantabria;De Africa;1 de enero de 2018;3409
06 cantabria;De Africa;1 de enero de 2017;3276
06 cantabria;De Africa;1 de enero de 2016;3403
06 cantabria;De Africa;1 de enero de 2015;3533
06 cantabria;De Centro América y Caribe;1 de enero de 2025;2783
06 cantabria;De Centro América y Caribe;1 de enero de 2024;2603
06 cantabria;De Centro América y Caribe;1 de enero de 2023;2711
06 cantabria;De Centro América y Caribe;1 de enero de 2022;2629
06 cantabria;De Centro América y Caribe;1 de enero de 2021;254
06 cantabria;De Centro América y Caribe;1 de enero de 2020;2508
06 cantabria;De Centro América y Caribe;1 de enero de 2019;2253
06 cantabria;De Centro América y Caribe;1 de enero de 2018;2027
06 cantabria;De Centro América y Caribe;1 de enero de 2017;1834
06 cantabria;De Centro América y Caribe;1 de enero de 2016;1836
06 cantabria;De Centro América y Caribe;1 de enero de 2015;1868
06 cantabria;De Sudamérica;1 de enero de 2025;20878
06 cantabria;De Sudamérica;1 de enero de 2024;17933
06 cantabria;De Sudamérica;1 de enero de 2023;15344
06 cantabria;De Sudamérica;1 de enero de 2022;12041
06 cantabria;De Sudamérica;1 de enero de 2021;11503
06 cantabria;De Sudamérica;1 de enero de 2020;10769
06 cantabria;De Sudamérica;1 de enero de 2019;9194
06 cantabria;De Sudamérica;1 de enero de 2018;8243
06 cantabria;De Sudamérica;1 de enero de 2017;7568
06 cantabria;De Sudamérica;1 de enero de 2016;7723
06 cantabria;De Sudamérica;1 de enero de 2015;8199
07 castillayleon;Española;1 de enero de 2025;2198052
07 castillayleon;Española;1 de enero de 2024;2207547
07 castillayleon;Española;1 de enero de 2023;2215769
07 castillayleon;Española;1 de enero de 2022;2228584
07 castillayleon;Española;1 de enero de 2021;2241095
07 castillayleon;Española;1 de enero de 2020;2259290
07 castillayleon;Española;1 de enero de 2019;2274748
07 castillayleon;Española;1 de enero de 2018;2289912
07 castillayleon;Española;1 de enero de 2017;2307505
07 castillayleon;Española;1 de enero de 2016;2322018
07 castillayleon;Española;1 de enero de 2015;2340249
07 castillayleon;País de la UE28 sin España;1 de enero de 2025;
07 castillayleon;País de la UE28 sin España;1 de enero de 2024;
07 castillayleon;País de la UE28 sin España;1 de enero de 2023;
07 castillayleon;País de la UE28 sin España;1 de enero de 2022;
07 castillayleon;País de la UE28 sin España;1 de enero de 2021;
